R,G,B,R_out,G_out,B_out
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0625,-0.0113523125,0.002578375,0.061169468750000004
0.0,0.0,0.125,-0.022704625,0.00515675,0.12233893750000001
0.0,0.0,0.1875,-0.034056937499999995,0.007735125,0.18350840625
0.0,0.0,0.25,-0.04540925,0.0103135,0.24467787500000002
0.0,0.0,0.3125,-0.0567615625,0.012891875,0.30584734375
0.0,0.0,0.375,-0.06811387499999999,0.01547025,0.3670168125
0.0,0.0,0.4375,-0.0794661875,0.018048625,0.42818628125
0.0,0.0,0.5,-0.0908185,0.020627,0.48935575000000003
0.0,0.0,0.5625,-0.1021708125,0.023205375,0.55052521875
0.0,0.0,0.625,-0.113523125,0.02578375,0.6116946875
0.0,0.0,0.6875,-0.12487543749999999,0.028362125,0.6728641562500001
0.0,0.0,0.75,-0.13622774999999998,0.0309405,0.734033625
0.0,0.0,0.8125,-0.1475800625,0.033518875,0.7952030937500001
0.0,0.0,0.875,-0.158932375,0.03609725,0.8563725625
0.0,0.0,0.9375,-0.1702846875,0.038675625,0.9175420312500001
0.0,0.0,1.0,-0.181637,0.041254,0.9787115000000001
0.0,0.0625,0.0,0.0439575,0.046433875,0.0020406875
0.0,0.0625,0.0625,0.032605187499999994,0.04901225,0.06321015625000001
0.0,0.0625,0.125,0.021252874999999997,0.051590625,0.12437962500000001
0.0,0.0625,0.1875,0.009900562500000001,0.054169,0.18554909375
0.0,0.0625,0.25,-0.0014517500000000017,0.056747375,0.24671856250000002
0.0,0.0625,0.3125,-0.012804062500000005,0.05932575,0.30788803125
0.0,0.0625,0.375,-0.024156374999999994,0.061904125,0.36905750000000004
0.0,0.0625,0.4375,-0.0355086875,0.0644825,0.43022696875000005
0.0,0.0625,0.5,-0.046861,0.06706087499999999,0.49139643750000006
0.0,0.0625,0.5625,-0.0582133125,0.06963925,0.55256590625
0.0,0.0625,0.625,-0.069565625,0.07221762500000001,0.613735375
0.0,0.0625,0.6875,-0.0809179375,0.074796,0.67490484375
0.0,0.0625,0.75,-0.09227024999999998,0.077374375,0.7360743125
0.0,0.0625,0.8125,-0.1036225625,0.07995274999999999,0.7972437812500001
0.0,0.0625,0.875,-0.11497487499999999,0.082531125,0.85841325
0.0,0.0625,0.9375,-0.1263271875,0.0851095,0.9195827187500001
0.0,0.0625,1.0,-0.1376795,0.087687875,0.9807521875
0.0,0.125,0.0,0.087915,0.09286775,0.004081375
0.0,0.125,0.0625,0.07656268749999999,0.09544612499999999,0.06525084375000001
0.0,0.125,0.125,0.06521037499999999,0.0980245,0.12642031250000002
0.0,0.125,0.1875,0.0538580625,0.100602875,0.18758978125
0.0,0.125,0.25,0.042505749999999995,0.10318125,0.24875925000000002
0.0,0.125,0.3125,0.031153437499999992,0.105759625,0.30992871875
0.0,0.125,0.375,0.019801125000000003,0.108338,0.3710981875
0.0,0.125,0.4375,0.0084488125,0.110916375,0.43226765625
0.0,0.125,0.5,-0.0029035000000000033,0.11349475,0.49343712500000003
0.0,0.125,0.5625,-0.014255812500000006,0.116073125,0.5546065937500001
0.0,0.125,0.625,-0.02560812500000001,0.1186515,0.6157760625
0.0,0.125,0.6875,-0.0369604375,0.121229875,0.6769455312500001
0.0,0.125,0.75,-0.04831274999999999,0.12380825,0.7381150000000001
0.0,0.125,0.8125,-0.059665062500000005,0.126386625,0.7992844687500001
0.0,0.125,0.875,-0.071017375,0.128965,0.8604539375000001
0.0,0.125,0.9375,-0.08236968750000001,0.131543375,0.9216234062500002
0.0,0.125,1.0,-0.093722,0.13412174999999998,0.9827928750000001
0.0,0.1875,0.0,0.1318725,0.13930162499999998,0.0061220625
0.0,0.1875,0.0625,0.1205201875,0.14187999999999998,0.06729153125000001
0.0,0.1875,0.125,0.109167875,0.14445837499999997,0.12846100000000002
0.0,0.1875,0.1875,0.09781556250000001,0.14703675,0.18963046875
0.0,0.1875,0.25,0.08646325,0.149615125,0.2507999375
0.0,0.1875,0.3125,0.0751109375,0.15219349999999998,0.31196940625
0.0,0.1875,0.375,0.06375862500000001,0.15477187499999998,0.37313887500000004
0.0,0.1875,0.4375,0.05240631250000001,0.15735024999999997,0.43430834375000005
0.0,0.1875,0.5,0.04105400000000001,0.159928625,0.49547781250000006
0.0,0.1875,0.5625,0.029701687500000004,0.16250699999999998,0.5566472812500001
0.0,0.1875,0.625,0.018349375,0.16508537499999998,0.61781675
0.0,0.1875,0.6875,0.006997062500000012,0.16766374999999997,0.6789862187500001
0.0,0.1875,0.75,-0.004355249999999977,0.170242125,0.7401556875
0.0,0.1875,0.8125,-0.015707562499999994,0.1728205,0.8013251562500001
0.0,0.1875,0.875,-0.027059874999999983,0.17539887499999998,0.8624946250000001
0.0,0.1875,0.9375,-0.0384121875,0.17797724999999998,0.9236640937500001
0.0,0.1875,1.0,-0.04976449999999999,0.180555625,0.9848335625000001
0.0,0.25,0.0,0.17583,0.1857355,0.00816275
0.0,0.25,0.0625,0.1644776875,0.188313875,0.06933221875000001
0.0,0.25,0.125,0.15312537499999998,0.19089224999999999,0.13050168750000002
0.0,0.25,0.1875,0.1417730625,0.193470625,0.19167115625
0.0,0.25,0.25,0.13042074999999997,0.196049,0.25284062500000004
0.0,0.25,0.3125,0.11906843749999999,0.198627375,0.31401009375
0.0,0.25,0.375,0.107716125,0.20120575,0.3751795625
0.0,0.25,0.4375,0.09636381249999999,0.20378412499999998,0.43634903125
0.0,0.25,0.5,0.08501149999999999,0.2063625,0.49751850000000003
0.0,0.25,0.5625,0.07365918749999999,0.208940875,0.55868796875
0.0,0.25,0.625,0.062306874999999984,0.21151925,0.6198574375
0.0,0.25,0.6875,0.050954562499999995,0.21409762499999999,0.6810269062500001
0.0,0.25,0.75,0.039602250000000006,0.216676,0.742196375
0.0,0.25,0.8125,0.02824993749999999,0.219254375,0.8033658437500001
0.0,0.25,0.875,0.016897625,0.22183275,0.8645353125
0.0,0.25,0.9375,0.0055453124999999825,0.224411125,0.9257047812500001
0.0,0.25,1.0,-0.005807000000000007,0.2269895,0.9868742500000001
0.0,0.3125,0.0,0.21978749999999997,0.232169375,0.010203437499999999
0.0,0.3125,0.0625,0.20843518749999998,0.23474775,0.07137290625
0.0,0.3125,0.125,0.19708287499999996,0.237326125,0.13254237500000002
0.0,0.3125,0.1875,0.18573056249999997,0.23990450000000002,0.19371184375
0.0,0.3125,0.25,0.17437824999999996,0.24248287500000001,0.2548813125
0.0,0.3125,0.3125,0.16302593749999997,0.24506125,0.31605078125
0.0,0.3125,0.375,0.15167362499999998,0.247639625,0.37722025000000003
0.0,0.3125,0.4375,0.14032131249999996,0.250218,0.43838971875000005
0.0,0.3125,0.5,0.12896899999999997,0.252796375,0.49955918750000006
0.0,0.3125,0.5625,0.11761668749999997,0.25537475,0.56072865625
0.0,0.3125,0.625,0.10626437499999997,0.257953125,0.621898125
0.0,0.3125,0.6875,0.09491206249999998,0.2605315,0.68306759375
0.0,0.3125,0.75,0.08355974999999999,0.263109875,0.7442370625
0.0,0.3125,0.8125,0.07220743749999997,0.26568825,0.8054065312500001
0.0,0.3125,0.875,0.06085512499999998,0.268266625,0.866576
0.0,0.3125,0.9375,0.049502812499999965,0.270845,0.9277454687500001
0.0,0.3125,1.0,0.038150499999999976,0.273423375,0.9889149375
0.0,0.375,0.0,0.263745,0.27860324999999997,0.012244125
0.0,0.375,0.0625,0.2523926875,0.281181625,0.07341359375
